genre,mfcc,filename
blues,"[-196.50691     147.53995       7.955702     27.031662      1.7314748
   17.037914     -8.409396      9.192495     -2.1118577     9.899165
   -4.197599      6.767992     -4.6385007    -0.38415784   -1.6172149
    0.6892716    -4.011039     -0.7612886    -1.8093867    -3.2020698 ]",blues.00003.wav_segment1
blues,"[-188.36505    147.45036      5.0958114   27.94553     -2.4104023
   17.213867    -5.489611     9.231633    -3.1824467    6.326703
   -8.402367     7.274438    -0.8082464   -1.5683767   -3.8273296
    2.2162173   -6.3586116    0.4319703   -1.4558288   -4.6880293]",blues.00003.wav_segment2
blues,"[-152.04611    115.32886    -31.875118    23.744848   -37.10689
   13.909308   -23.033861     4.5983987  -14.4546385    4.067808
  -16.663475    -4.089051    -4.750422    -7.9734373   -9.652747
   -2.1155987   -8.198262    -1.0643365   -3.9018178  -12.99748  ]",blues.00004.wav_segment0
blues,"[-174.31119    133.31656    -42.43538     27.097164   -32.37146
   13.553571   -26.250385     1.9292774  -13.413555     3.159216
  -14.97301      0.9041234  -11.127742    -4.7908745  -11.143978
   -4.626688    -5.5223556    0.8550974   -6.1485667  -10.792951 ]",blues.00004.wav_segment1
blues,"[-1.6132843e+02  1.3920065e+02 -4.1630512e+01  2.4555655e+01
 -3.6707035e+01  1.3495496e+01 -2.8763718e+01  2.6212976e+00
 -1.4766287e+01  3.1264772e+00 -1.3885972e+01  4.5457569e-01
 -1.0100362e+01 -5.2938180e+00 -1.0753034e+01 -3.3473969e+00
 -5.5581970e+00 -1.3834745e-01 -5.0524783e+00 -9.9180183e+00]",blues.00004.wav_segment2
blues,"[-1.92369598e+02  1.23237114e+02 -1.55677395e+01  2.89349041e+01
 -2.29991283e+01  1.28736210e+01 -2.20108852e+01  2.60492611e+00
 -9.69056606e+00  4.89729941e-02 -1.18828030e+01 -2.66432071e+00
 -8.12282848e+00 -9.56671333e+00 -5.15916967e+00 -3.26993418e+00
 -1.73619854e+00 -2.90356684e+00 -2.64805126e+00 -8.12298107e+00]",blues.00005.wav_segment0
blues,"[-187.47012    116.97954    -21.311605    41.29973    -20.40765
   17.23434    -23.291122     8.5149555  -10.651247     1.2027013
  -13.777275    -1.7005327  -12.132668    -9.850832    -6.247047
   -7.270806    -2.2787964   -3.6199603   -2.2782423   -6.989563 ]",blues.00005.wav_segment1
blues,"[-159.32394     122.041466    -22.62388      28.361156    -27.77608
   11.222694    -21.971863      3.0110648    -9.341282     -0.68148714
  -12.612254     -0.49514616   -9.642143     -8.946386     -1.2914066
   -5.5328045    -1.8688254    -1.7724419    -4.091198     -9.45776   ]",blues.00005.wav_segment2
blues,"[-231.72357    137.19365    -26.34801     28.321896    18.718119
   -1.7532326  -19.012608    -1.187779    -5.5766926   -8.195797
   -8.923558    -3.0949702   -6.4488115   -7.8458576   -5.3451777
   -8.272499    -9.781315    -7.0845685   -5.6040955   -8.5342455]",blues.00006.wav_segment0
blues,"[-1.8073557e+02  1.2288891e+02 -3.4692459e+01  3.5659042e+01
  4.8243351e+00 -4.7144346e-02 -2.1733486e+01  1.7974464e+00
 -8.7201567e+00 -3.4750726e+00 -9.6224756e+00 -3.4913251e+00
 -4.5639067e+00 -1.0094413e+01 -5.1423755e+00 -9.9075365e+00
 -1.0746155e+01 -7.3007584e+00 -2.8425546e+00 -4.7396808e+00]",blues.00006.wav_segment1
blues,"[-165.0671     139.64107    -53.964336    38.885517     7.6923223
    1.4695442  -23.336754     1.7136254   -6.3596964   -3.9591246
   -5.6083045   -2.2673986   -9.198562   -11.63813     -9.276228
  -11.898195   -12.316174    -6.4117255   -1.8331171   -6.3416123]",blues.00006.wav_segment2
blues,"[-195.01903    141.09682    -25.512072    35.239433    11.744852
   12.66231    -20.048992     8.16986    -10.887869    -5.0736284
   -6.2342415   -6.960305    -1.1076281   -7.436392    -8.361489
   -7.323825   -10.38077    -12.554882    -6.0731163   -7.3780346]",blues.00007.wav_segment0
blues,"[-178.91586    144.12962    -25.735785    40.344975     4.3645263
   10.396665   -19.121338     9.466696   -11.455462    -5.7010813
   -7.3386755   -6.5921774   -5.7686696   -7.5505757   -9.115802
   -7.2355323  -12.0111475  -10.749516    -3.0327687  -10.961282 ]",blues.00007.wav_segment1
blues,"[-166.83447    127.391396   -31.923447    47.35902     -2.737678
   11.986233   -24.380495     9.414973   -13.032181     1.4894464
  -12.520263    -6.6243677   -4.3354034   -8.711692    -9.707573
  -10.469698    -9.436922    -8.958456    -4.98914     -7.5950804]",blues.00007.wav_segment2
blues,"[-115.81225    123.812775   -17.20835     45.99761     -8.163972
   21.092974   -21.947823    22.475739   -12.444565    22.16926
   -5.8890514    7.89719    -13.448797     4.589738    -5.7583275
   -1.7719942   -7.531447     3.3475401    4.0825353   -2.5690978]",blues.00008.wav_segment0
blues,"[-123.898       121.08275     -14.366777     49.59802      -8.740097
   20.122622    -18.466377     22.4239      -11.8442745    20.561127
   -7.849162      5.5191045   -13.019119      5.791265     -5.2653747
   -0.23893557   -6.253876      1.7472916     3.0214815    -2.083889  ]",blues.00008.wav_segment1
blues,"[-125.110756   123.52498    -13.492825    43.62819     -8.345597
   20.06285    -17.97619     24.962965   -11.8785305   21.494474
   -7.154039     8.269133   -12.331572     5.422118    -5.0637097
   -1.787524    -7.8287315    3.4422033    2.6973805   -3.0659723]",blues.00008.wav_segment2
blues,"[-203.65211    117.92082    -12.842728    42.322044   -20.193949
   17.140928   -11.131882    10.0575485  -15.219737     4.5405054
   -9.403693     3.5330956   -3.5868301   -6.3066173   -2.6501358
   -3.018727    -2.51141     -1.2364218    2.0905762   -7.8352942]",blues.00009.wav_segment0
blues,"[-202.61218    107.429054   -15.484498    44.321316   -26.390032
   13.090609   -11.183131     8.87832    -13.272668     6.871546
   -5.0105376    3.4391637    3.3025978   -6.5962973   -1.5072461
   -2.323214    -4.3890867   -2.7147253    5.160538    -1.676482 ]",blues.00009.wav_segment1
blues,"[-2.3597397e+02  1.2341601e+02 -1.0054549e+01  3.3610188e+01
 -1.7601786e+01  1.2114455e+01 -8.1222172e+00  1.0818039e+01
 -1.6390381e+01  3.7856276e+00 -5.9030528e+00  6.3672509e+00
 -7.5162911e-01 -8.5851061e-01  1.5946221e+00  2.8752372e+00
  2.0670030e-01 -2.3040411e+00  9.3282491e-01 -2.8962128e+00]",blues.00009.wav_segment2
blues,"[-199.08739     139.34259     -31.310066     28.90059     -15.9581995
    6.3139796   -11.320915      8.534317     -4.7107997     1.0214055
   -2.7394826     3.0218341    -3.3527973    -0.23769316   -0.29081023
   -2.1429667     1.9123791    -0.77750903   -0.47012535   -3.2252328 ]",blues.00010.wav_segment0
blues,"[-151.56175     153.8177      -22.838865     27.660109    -16.169449
    2.6525662   -17.052961      6.4903193    -5.8799906     0.5744862
   -2.629823      0.5070901    -6.7156377    -1.8363951    -0.35475048
   -5.392764     -1.1355516    -4.5876017    -2.5119188    -5.4134965 ]",blues.00010.wav_segment1
blues,"[-176.0715      126.35171     -24.06028      29.867807    -22.610462
    7.2598615   -12.429653      5.0525713    -0.35660216   -3.2839546
   -2.0236595     3.1496382     0.21207218   -3.0135117    -1.9731723
   -1.3801949    -1.9173064    -0.81094086    1.0963451    -6.5386705 ]",blues.00010.wav_segment2
blues,"[-318.69464     124.299416      5.115541     32.97015       3.9521012
   13.746714     -4.3654857    11.874101      2.269181      7.6552644
   -3.8764508    -1.3992797    -5.79739      -5.2392387    -2.2126176
   -3.9811168    -1.914853     -0.47365037    1.3330072    -4.172261  ]",blues.00011.wav_segment0
blues,"[-278.23337    129.89972      4.7091165   31.383656    -3.5905402
   14.0422535   -4.5137687    7.900683    -1.2170556    5.8649564
   -5.4267178   -3.7240214   -6.083659    -7.522217    -3.1246967
   -3.1863387   -3.1703343   -2.2174482    2.368865    -4.7046704]",blues.00011.wav_segment1
blues,"[-272.11072    124.620804     0.2754254   42.190514    -1.7266855
   20.17345     -9.047168     8.922567    -1.0302069    8.134826
   -6.8382363   -3.312978    -5.4437594   -7.1890616   -2.6409168
   -1.8616978   -4.8179035   -3.1694078    2.1511776   -6.2103434]",blues.00011.wav_segment2
blues,"[-211.4222     123.934685   -19.242924    64.331215     0.8935476
   13.288938     2.336379     1.9547     -19.731277     9.577215
   -3.0815465   -0.8301395   -0.2854202    4.325533    -5.243449
   -7.375611    -5.6967387   -3.4272325   -3.9212809   -6.3543563]",blues.00012.wav_segment0
blues,"[-1.9747006e+02  1.3146654e+02 -1.7932444e+01  6.4565132e+01
  6.6544920e-01  1.3001258e+01  5.2864408e-01 -2.5012197e+00
 -1.8549139e+01  7.9391179e+00 -3.3075464e+00 -1.3648299e+00
  1.8189354e-01  3.3135445e+00 -6.5097609e+00 -1.1496658e+01
 -1.1908476e+01 -2.3737149e+00 -3.2136708e-01 -5.7082062e+00]",blues.00012.wav_segment1
blues,"[-2.1359676e+02  1.4503482e+02 -1.0951722e+01  5.5368729e+01
 -1.2790723e+00  1.2524282e+01 -7.9089087e-01 -2.6164358e+00
 -1.6664829e+01  8.7799997e+00 -1.9639765e+00  1.2655338e+00
  3.6529860e-01  7.9449266e-01 -4.3719068e+00 -9.2449341e+00
 -1.0328472e+01 -2.4330251e+00 -8.1089810e-02 -5.8219180e+00]",blues.00012.wav_segment2
blues,"[-2.0658263e+02  1.2978931e+02  9.1650896e+00  4.8437733e+01
  2.1234906e+00  1.6862873e+01 -3.4194274e+00  1.0586116e+01
 -2.4412889e+01  1.3456463e+01 -5.5230389e+00 -1.7069668e-01
 -5.3205094e+00  1.1704387e+01 -1.5924946e+00  9.9738598e-02
 -3.8705919e+00 -4.4663492e-01 -1.6131620e+00 -3.5798171e+00]",blues.00013.wav_segment0
blues,"[-210.56598    127.47375     12.948947    45.62365      7.4172535
   16.39006     -3.6895356    7.0353703  -20.454874     7.844817
   -7.631989    -1.4417232   -2.8919692    7.421062    -1.4898562
   -2.5767102   -4.8459544   -3.8939466   -3.1234813   -7.6510997]",blues.00013.wav_segment1
blues,"[-213.74776     118.82836       6.089958     49.519913      7.301337
   15.493789     -1.4059321     4.9055257   -21.940527     12.942777
   -5.5169373    -3.1102169    -2.7289002     8.303894      0.62295526
    1.8899349    -1.2487776     0.3205672    -1.3380005   -11.271938  ]",blues.00013.wav_segment2
blues,"[-3.1790497e+02  1.2216560e+02  2.0602457e+01  3.9947655e+01
  1.9615236e+01  1.2675160e+01  7.1264048e+00  3.0407040e+00
 -8.9477968e+00  9.7742176e+00  5.8092656e+00  2.6428592e-01
  5.8142796e+00  9.7412796e+00  4.0382752e+00  3.2912602e+00
  3.9915607e+00 -3.1131859e+00 -1.8532250e+00 -4.2794466e+00]",blues.00014.wav_segment0
blues,"[-305.9663      109.79765       5.435192     50.59151       9.065931
   22.43614       1.2356325     0.98296374   -6.828088     18.14177
    9.506197      4.8854594     4.4882746     7.997971     -0.48057044
   -1.0308418    -3.8969545    -4.3852425    -0.87842274   -0.75324607]",blues.00014.wav_segment1
blues,"[-3.00145721e+02  1.17574844e+02  5.84530294e-01  5.38940430e+01
  1.50197792e+01  1.73714848e+01 -3.66957688e+00  3.89554429e+00
 -1.20770597e+01  1.89911480e+01  6.56983089e+00  2.56482220e+00
  3.98988938e+00  1.05061178e+01 -1.99546683e+00  4.07273024e-01
 -1.95808575e-01 -3.42774057e+00  4.54417437e-01 -1.51387024e+00]",blues.00014.wav_segment2
blues,"[-2.5290872e+02  1.1471419e+02 -7.9977732e+00  4.7761360e+01
  7.8174167e+00  1.9048525e+01  5.9178722e-01  1.0854328e+01
 -1.9631968e+01  1.4764397e+01  3.1278934e+00  2.9548500e+00
 -2.2745554e+00  6.1170983e+00 -8.6747017e+00 -3.2786620e+00
 -4.8958783e+00 -4.8700528e+00  2.4167125e-01 -1.1871314e+00]",blues.00015.wav_segment0
blues,"[-230.68867     121.47393      -4.732203     39.10722      -0.8552182
   14.281491      7.1424103    -1.2354623   -14.902429     13.907683
    4.0669527    -1.7068509    -0.51883775    1.2818912    -3.6258683
   -6.528539     -7.3899794    -2.8514915     1.569418     -1.7371238 ]",blues.00015.wav_segment1
blues,"[-2.3573245e+02  1.2961655e+02 -5.2732630e+00  4.5192749e+01
  5.5899367e+00  1.3290959e+01  3.6111803e+00  4.9125859e-01
 -2.0268543e+01  1.2157612e+01  1.2526981e+00 -2.4161298e+00
  1.5924773e-01  5.5615926e+00 -3.1123343e+00 -5.2924180e+00
 -9.4942408e+00 -5.9725151e+00  2.8638430e+00 -2.6153433e+00]",blues.00015.wav_segment2
blues,"[-2.24116302e+02  1.25597885e+02 -1.01081553e+01  4.22326889e+01
  1.75582600e+00  2.00225105e+01 -7.22464561e+00  8.93967152e+00
 -1.71967430e+01  2.12702618e+01  3.29512954e-01  4.57708025e+00
 -3.20962906e+00  1.01966553e+01 -2.40815639e+00 -3.85209775e+00
 -8.07237244e+00  3.92373931e-03  6.97352141e-02 -2.86734295e+00]",blues.00016.wav_segment0
blues,"[-2.39458511e+02  1.26214455e+02 -4.10826492e+00  3.49192429e+01
  7.17676699e-01  1.85555325e+01 -3.56538892e+00  2.62820363e+00
 -1.77610455e+01  1.89353638e+01  4.23457384e+00  3.90106535e+00
 -2.95267725e+00  7.92588615e+00  3.95309627e-01 -1.01491964e+00
 -3.28131580e+00  1.27416197e-02  2.59439468e+00 -1.34184313e+00]",blues.00016.wav_segment1
blues,"[-2.4064566e+02  1.1443971e+02  4.2383647e-01  4.5438992e+01
  5.0170708e+00  2.1756159e+01 -4.1264305e+00  5.3753743e+00
 -1.3309158e+01  1.5763927e+01 -2.0784969e+00  1.9554737e+00
 -8.3670564e-02  9.4441147e+00 -7.1429509e-01 -5.0053959e+00
 -3.5756879e+00  1.3190596e+00  1.6373195e-01 -1.2924173e+00]",blues.00016.wav_segment2
blues,"[-234.92363     138.1024       -4.2531548    63.665264     17.65624
   10.087565      1.5430772     2.903427    -14.571911      7.444864
    6.411616     -4.055975      0.61754096    4.7842283    -4.0901237
   -5.424517     -4.379686     -2.8909643    -0.42037907   -3.4362571 ]",blues.00017.wav_segment0
blues,"[-240.05489     137.50417      -6.219817     63.120388     14.886759
   11.229062      2.5768743     0.94104457  -20.067         7.253018
    7.1510963    -3.481668      1.0636542     5.458569     -3.0248735
   -4.4253087    -2.829519     -2.4703689    -1.094431     -5.2397666 ]",blues.00017.wav_segment1
blues,"[-263.4831      147.91994       0.3641468    56.067097     22.521942
    9.53932       5.2892585    -1.1525772   -15.4686165     5.9695406
    7.585337     -4.056698      2.7888362     7.6033707    -2.0651498
   -4.5157824    -1.7823869    -0.85509765    1.5829794    -3.4628785 ]",blues.00017.wav_segment2
blues,"[-254.14574    103.37953      8.886221    52.84549      7.555824
   28.038433    -3.4570177   13.098064   -18.288494    20.003475
   -3.2532535    3.156933    -5.5140276    9.161508    -1.8563842
    1.2506821   -6.112654     0.6757122    1.7884896   -0.8273627]",blues.00018.wav_segment0
blues,"[-2.6915155e+02  1.0514613e+02  1.0872681e+01  4.3511547e+01
 -1.7050178e-01  2.6832191e+01 -3.2093925e+00  1.2963764e+01
 -1.7932886e+01  1.6319952e+01 -6.3004470e+00  4.4722567e+00
 -4.1091304e+00  9.7739544e+00  2.0588702e-01  7.0423088e+00
  3.7208233e+00  8.0177155e+00  5.9671130e+00 -8.0993938e-01]",blues.00018.wav_segment1
blues,"[-241.04434    115.91604     16.722395    40.93337      3.7496755
   18.788511    -5.897835    -0.7494095  -21.483        7.5923343
   -3.2950172    4.7825856    0.9450686    9.820606     3.880349
    1.4331944    2.588166     5.479209     4.216339    -4.1073365]",blues.00018.wav_segment2
blues,"[-253.80928    142.43808     -3.3656762   52.326347     5.472478
   14.3208      -1.9110048   -3.9997313  -16.796106    12.573454
   -2.8369968    3.2907789    2.0241585    6.43598      0.6003211
   -6.7665462   -7.3014283   -2.652819    -5.025947    -5.0644507]",blues.00019.wav_segment0
blues,"[-2.3763599e+02  1.4356805e+02 -2.8406873e+00  4.4625805e+01
  9.7763395e-01  8.6412754e+00  1.0616519e+00 -6.4993176e+00
 -1.2747914e+01  1.0816883e+01 -1.8767067e+00  2.3466928e+00
  2.4742923e+00  1.6370790e+00  2.3260313e-01 -5.9886732e+00
 -3.3092752e+00  6.9392860e-01 -2.5267744e+00 -2.7342246e+00]",blues.00019.wav_segment1
blues,"[-221.37004    133.4919     -12.643018    49.771126     5.000256
    7.2436137   -1.1875834    2.3983006  -18.209934    10.4625435
    1.4244982   -1.3353348   -0.8510218    5.856397    -3.1579232
   -4.8118734   -5.9111295   -1.8797338   -3.5199974   -5.537853 ]",blues.00019.wav_segment2
blues,"[-232.8734      132.94475       3.8433716    40.14689       2.8976347
   19.457457    -10.353642      9.382915    -21.219873     13.783564
   -5.0681486     3.8889353    -4.833555     10.359945     -7.2411385
   -4.7956433    -6.164776     -3.5173266    -0.61880183    2.9438126 ]",blues.00020.wav_segment0
blues,"[-2.3026369e+02  1.2556241e+02  7.5222869e+00  4.3745289e+01
  2.1278946e+00  1.5556164e+01 -4.5147581e+00  8.3140421e+00
 -1.8763504e+01  1.3815627e+01 -4.2039766e+00  1.6867120e+00
 -4.9845457e+00  4.7136168e+00 -7.4843569e+00 -5.8737540e+00
 -3.1916137e+00 -4.7224313e-01  1.6198993e-01  2.0509605e+00]",blues.00020.wav_segment1
blues,"[-2.29377640e+02  1.25094604e+02  7.83283663e+00  3.73141479e+01
 -1.41529834e+00  1.91314697e+01 -4.05956984e+00  8.94690323e+00
 -1.60629597e+01  1.56996565e+01 -3.65007377e+00  3.70104384e+00
 -4.65164948e+00  6.61466360e+00 -5.04495573e+00 -6.75285196e+00
 -5.14108372e+00 -6.35400236e-01 -1.95841968e+00  1.74821958e-01]",blues.00020.wav_segment2
blues,"[-2.7767740e+02  1.3105414e+02  1.0767134e+01  5.0968952e+01
  1.1905212e+01  2.0464546e+01 -4.7718900e-01 -1.7595028e+00
 -1.8430069e+01  1.5588716e+01  4.7037520e+00  2.7526148e-02
 -5.7839674e-01  7.3830776e+00  7.9661769e-01 -3.5234237e+00
 -4.6333547e+00  2.4500568e+00  7.1837106e+00 -6.9972508e-02]",blues.00021.wav_segment0
blues,"[-2.6794638e+02  1.4406892e+02  1.0750122e+01  5.0776829e+01
  1.3608410e+01  2.2104479e+01  2.7436297e+00  5.9389749e+00
 -1.7514168e+01  1.8664738e+01 -1.3367882e-01 -1.2886745e+00
  1.3872756e+00  7.5989728e+00 -9.9805027e-01 -5.9066552e-01
 -3.9349241e+00 -8.7768555e-01  2.6306450e+00 -1.6995608e+00]",blues.00021.wav_segment1
blues,"[-251.0154      145.4112        8.051974     47.444073     15.553398
   22.669708      4.1666427     2.6907215   -14.390717     16.208464
    3.2060697    -1.2541761     3.1164715     5.4101243    -3.9324706
   -2.1728609    -3.1490686     0.2901628     5.097316     -0.53838927]",blues.00021.wav_segment2
blues,"[-247.25233     140.04211       9.043298     45.325157     14.823963
   17.13107       7.1089067     4.3691673   -10.13568      16.878494
    5.792175     -3.385379      2.231356      4.725347     -0.37986258
   -2.992198     -4.838252     -2.9889362     2.9304109    -1.2705836 ]",blues.00022.wav_segment0
blues,"[-231.92735     143.92146      -6.931584     52.913486     -1.4962337
   15.367126     -0.2881777     1.0430348   -19.743864     20.335707
    2.6517155     1.5864542     0.92337567    4.9492598    -0.35266674
    1.6548154    -5.143709     -1.2745167     5.9554157     0.90883046]",blues.00022.wav_segment1
blues,"[-227.22475     131.06876       1.3846685    54.78232       6.6555147
   15.16769       3.7869809     0.81947345  -15.160038     17.447744
    3.2837696    -1.7579924     6.0064764     8.425913      1.4511776
   -0.711127     -4.4166646    -2.5493977     1.0041208    -1.6569026 ]",blues.00022.wav_segment2
blues,"[-206.87547    143.0088     -20.959528    62.66191      5.022276
   12.275536    -0.5699943   -4.81863    -10.752165    -2.5211298
   -3.4730206  -11.433358   -12.9967785    3.3208516    3.3034558
   -1.0203449   -3.8919885   -1.9734714    6.6887913   -5.0416775]",blues.00023.wav_segment0
blues,"[-230.03386     137.42729     -18.87025      68.64207       2.3396692
   14.465915     -2.4340053     0.6477018    -9.554248     -0.96739787
   -5.671359     -9.038706    -11.328708      5.649963      2.2614253
    2.063945     -3.3238297    -1.4489133     8.386615     -2.3099506 ]",blues.00023.wav_segment1
blues,"[-2.4950711e+02  1.3958980e+02 -1.0199732e+01  6.5704819e+01
  3.1568363e+00  1.5293796e+01  2.9266272e+00  3.9282625e+00
 -7.5760803e+00  6.6114187e-01 -3.5613050e+00 -4.2346516e+00
 -1.1578180e+01  4.2079105e+00  4.7242289e+00  8.4096980e-01
 -2.8944020e+00  2.4509793e-02  7.2100024e+00 -1.8366016e+00]",blues.00023.wav_segment2
blues,"[-261.94293    136.80591    -11.964341    64.40726     12.955828
   10.097224     7.7336307    1.5320699   -1.8174592   -2.5859797
    6.9895935   -1.335606    -4.2644954   -1.0735679    1.3687195
   -1.3606617  -13.276181    -7.104972     0.4803435   -3.4029083]",blues.00024.wav_segment0
blues,"[-285.1296      128.15695      -6.3816614    75.04306      11.695459
   10.594315      5.9915204    -0.46818113   -0.5893253    -1.1770338
    1.6961418     1.206586      1.1469715     4.3191        5.404882
   -2.2502277    -8.067095     -5.9810305    -1.0387272    -1.0442225 ]",blues.00024.wav_segment1
blues,"[-2.7989972e+02  1.3206213e+02 -6.1772652e+00  7.6735680e+01
  1.0385954e+01  1.1894956e+01  5.6723223e+00 -1.6960825e+00
 -1.8908319e+00 -1.1671299e+00  1.2565832e+00  1.3376187e+00
 -1.9968352e-01  3.7279656e+00  6.2643661e+00 -1.7732673e+00
 -9.3989325e+00 -7.9856520e+00 -1.8689823e+00 -1.1099728e+00]",blues.00024.wav_segment2
blues,"[-2.5163696e+02  1.3266510e+02  3.3723412e+00  6.7109612e+01
  2.0517601e+01  8.0400896e+00  8.3935471e+00 -1.4351432e+00
  1.3819365e-02 -3.8266543e-01 -7.2945070e-01 -2.8405218e+00
 -2.2274666e+00  6.1951857e+00  8.3642492e+00 -2.8216884e+00
 -5.6250057e+00 -5.8207440e+00 -2.5176501e+00 -1.2458223e+00]",blues.00025.wav_segment0
blues,"[-251.5687      138.2159       -7.147502     72.97255       7.939249
    8.559032      0.9452444     7.571546     -1.4166456     0.7270914
   -4.508009     -3.6218836    -5.7242966     4.3123403     7.2051544
    1.6085168    -0.9433115    -2.3442092     2.9745164    -0.27237552]",blues.00025.wav_segment1
blues,"[-2.5244876e+02  1.3326131e+02 -4.9901409e+00  7.0088135e+01
  1.5485143e+01  6.0554142e+00  2.5291991e+00  4.4825110e+00
 -7.1611941e-02 -4.4771150e-01 -1.2402450e+00 -1.6274483e+00
 -2.4464946e+00  4.0984721e+00  6.6927557e+00  1.6223484e-01
 -9.8925841e-01 -1.1533954e+00  3.3457377e+00 -1.6980530e+00]",blues.00025.wav_segment2
blues,"[-299.97327     121.97236     -10.039703     67.288445     11.935118
   18.303255      5.181261     10.834436     -1.3577619     9.125771
    3.9217882    -5.4343204     0.31174457    1.64175       1.1105721
   -3.0081434    -8.592131     -4.066745      4.0337524     4.41458   ]",blues.00026.wav_segment0
blues,"[-3.1111096e+02  1.2385890e+02  9.2630157e+00  6.1872299e+01
  7.2819457e+00  1.5691963e+01  5.7986565e+00  8.1550665e+00
 -2.0278318e+00 -9.1143942e-01  2.0914016e+00 -4.3786831e+00
  1.2317156e+00  8.9388639e-01  5.4150343e+00  4.5805898e+00
 -2.6003895e+00 -1.6480710e-01  6.9198198e+00  2.9974668e+00]",blues.00026.wav_segment1
blues,"[-268.13834     111.42646       2.957792     49.1572       13.348738
    5.1754665     2.6100497    -2.5505176    -2.8239055     1.7767897
    5.822925     -0.82187164    4.5638785     3.921549      5.4908347
    6.7045307    -1.526009      4.1050406     8.508342      1.2921653 ]",blues.00026.wav_segment2
blues,"[-2.4375406e+02  1.3270335e+02 -1.6211687e+01  8.0192162e+01
 -3.2012568e+00  1.2078392e+01 -1.6247427e+00  6.0131383e+00
 -9.4776125e+00 -5.6965203e+00 -5.7426105e+00 -2.7919922e+00
  4.8756078e-02  4.0151696e+00 -2.8040626e+00  2.2309537e+00
 -7.3285089e+00 -1.1537983e+01  3.1081109e+00  1.6076050e+00]",blues.00027.wav_segment0
blues,"[-213.70738     143.98396     -30.156483     61.874443      2.210199
    4.3163357     1.0074706     4.2167373    -7.0636353    -8.00634
    0.8268229    -3.2106996    -0.93029714    1.6490134    -1.0460912
   -2.8495488    -7.5323358    -8.209221      1.2104738    -1.972696  ]",blues.00027.wav_segment1
blues,"[-234.07593    124.53789    -33.483955    78.09615     -5.008105
   15.255604    -5.084995     3.3324966   -8.862082    -8.218817
   -8.16329     -2.9998      -3.5181978   -2.296555    -2.8036644
    6.3214154   -6.753707    -5.140688     8.849283     2.3724496]",blues.00027.wav_segment2
